"KmeansGroup" "FoldChangeQ95" "SmExp1" "SmExp2" "SmExp3" "SmExp4" "SmExp5" "SmExp6" "SmExp7" "SmExp8" "SmExp9" "SmExp10" "SmExp11" "SmExp12" "SmExp13" "SmExp14" "SmExp15" "SmExp16" "SmExp17" "SmExp18" "SmExp19" "SmExp20" "SmExp21" "SmExp22" "SmExp23" "SmExp24" "SmExp25" "SmExp26" "SmExp27" "SmExp28" "SmExp29" "SmExp30" "SmExp31" "SmExp32" "SmExp33" "SmExp34" "SmExp35" "SmExp36" "SmExp37" "SmExp38" "SmExp39" "SmExp40" "SmExp41" "SmExp42" "SmExp43" "SmExp44" "SmExp45" "SmExp46" "SmExp47" "SmExp48" "SmExp49" "SmExp50"
"AI987944" 4 0.523802276154612 0.508862088199437 -0.410717803005023 -0.22948271227115 -0.61508523232197 -0.245203562998357 -0.572751089188558 -0.173085168512061 0.618669912636653 0.569949450469146 -0.350182132011732 -0.0945537500975073 0.716676664540397 0.459249338131066 0.0689396464628419 -0.602968419629938 -0.598599854550703 -0.425323154600385 -0.547613721930895 -0.926302764796842 -0.736564947805742 -0.346513376942932 -0.515313027182554 -0.357111656762671 1.08659357965702 3.78691217349713 1.2398794798936 0.487308143978941 0.705862603232931 0.182126827360962 0.837861811395428 1.37866950812254 -0.0915279546619282 -0.140310554674163 0.63610659692745 0.780909351305647 0.855424000750452 1.1344628138423 0.620087112909866 1.57447978202413 0.581360575524312 -1.46705075792892 -0.0981505168316956 -0.385842983932711 -1.17123307690073 -2.16449994571607 -2.16449994571607 -1.25602291020057 -0.72310347701897 -1.08883514061651 -0.855744098209512
"Spon1" 4 1.50630765318313 -0.920978200871644 -0.896577995877627 -0.944502358279968 -0.890816615152573 -0.836461350971293 -0.944502358279968 -0.898649712968712 -0.890802590976747 -0.892544175600786 -0.874910441989261 -0.768942873188814 -0.883275512395402 -0.703360439535871 -0.790879369309115 -0.473027402454382 -0.643334544023681 -0.574514900460823 -0.410684227323863 -0.742800277059417 -0.540216751480425 -0.436180501534582 -0.440092737473922 -0.321572503128647 0.565105535440881 0.84011207186131 1.68372701441823 1.3721600009568 1.047313148713 1.39295785792437 1.36389049399926 1.35153384950524 1.4138769404972 1.26428880838628 1.45130695632178 1.48201505600949 1.78469665499074 1.5338955078088 1.18915538155446 1.49611332160452 -0.0395174805040065 -0.147248144676829 0.363255743372601 -0.478136840136682 -0.860683872829108 -0.602871059145725 -0.944502358279968 -0.840705920135463 -0.805370537113323 -0.789377674894276 -0.873670268495188
"Cep44" 4 0.477478854921134 -0.986358382501328 -0.563169273640708 -1.01667698058088 -0.692102583273922 -0.245275856945864 -1.06460382182868 -0.221628282310526 -0.735434806351472 -0.157004656393479 0.544531936399989 0.675760295193289 0.157046686187849 -0.131553178263272 -1.13509279852115 -0.325417210133983 -0.573884147076163 -0.753524923179 -0.674221862476988 -0.757227296138291 -1.33957883267935 -0.654432604183857 -0.690210602085111 -0.234626264979005 -0.665934921423455 -0.723278558916677 0.369800503142146 0.119271122660339 0.106765955904834 0.0626515037162103 0.148361253917699 1.09855256301701 0.529549645362806 0.808156134779092 0.504483451718415 0.621798737816361 1.3640528418645 1.31936588378081 1.8602229906313 4.22423247388919 0.810342548447687 0.949695539301664 0.110148916272553 -0.142142004366218 -0.267083155778348 -0.671640719257566 -2.09326177475906 1.55189834878477 0.0844311001631242 -0.324232834262855 -0.659000955565579
"Dusp6" 4 1.38710462703775 -0.0886178695291107 -0.305944289224462 -1.03023997414251 -1.16183800950043 -1.55716068411321 -0.945441957809743 -0.586681266769108 -0.312353814611464 -0.540187102811138 -0.417482585726898 -0.369586280772158 -0.360300628392957 -0.226672002053327 0.183125779762795 -0.395075870352076 -0.327162013225541 -0.329458604945374 -0.358687193023699 -0.441134709525014 -0.489735664543831 0.240970888422431 0.0757503042248082 0.00803739202564963 0.849487915120434 1.05054743372145 0.903098450694473 0.357995031194339 0.383163582054163 1.11574448200568 1.05501085418155 1.41618076627418 1.28487193259826 1.57177079952044 1.42037478827096 0.92750757195972 0.810554940693304 2.20963787982167 1.50023931011956 1.72219400192005 0.0351283513354498 0.285489717116485 -0.516370299279108 -0.126385874453918 -1.4206182078224 -0.792170814417572 -1.72911932685301 -1.36464037759924 -1.6218353898509 -1.38650414009145 -1.59258184863595
"Cdkn2c" 4 1.91073316518871 -0.751342005800468 -0.717627498988362 -0.720785711523962 -0.732038560194776 -0.576687607069659 -0.727910878441297 -0.629260697275049 -0.583197171131068 -0.751278240537347 -0.644110541635731 -0.552470565180277 -0.592253576756032 -0.63910318727923 -0.474944839190569 0.0031996500484095 -0.202777242046377 -0.116671842992984 -0.0454894712341479 -0.177445169220765 -0.438264035733602 -0.484677810256086 -0.413956822243633 -0.291060736163087 -0.287829121789817 -0.374936822669629 0.119650932578415 0.301897196498826 0.292017603525074 0.802421562799795 0.117362026765399 1.18425073599545 1.62459719615812 1.07172207372905 0.86489909300579 0.81090123326137 0.781528169384956 2.45724571114545 2.17601700562293 4.04558636705209 -0.430586874906517 -0.587252476012578 -0.556534969584992 -0.557790267199922 -0.664799815987456 -0.768458237607119 -0.768458237607119 -0.37803141640107 -0.598324319242638 -0.654961020241836 -0.672711932614628
"Pbxip1" 4 1.47779682017449 0.583940859801991 -8.0106069117318e-05 0.187415332409839 -0.989809563677558 -0.272453592404521 -0.950824739790414 -0.527510661576073 -0.576471938926519 -0.0567917302622258 -0.483522939616491 -0.0743706782987615 0.150832622375443 0.455279243336169 -0.654395254575749 -0.77989065951163 -0.824435979906302 -0.95959791673648 -0.897415664883465 -0.749566079610719 -0.911713736367971 -0.289287881329034 -0.375262417504689 -0.285605883484463 0.596043116094179 0.875496706666083 1.09454560708181 0.570618798843873 0.617524709500496 0.587984061855814 0.773241716284473 0.99423425949202 0.751991073900957 1.35835159894473 1.2948884274255 1.31590383220977 1.7062909009991 2.36951150107149 1.50096141721111 1.70806724604286 -0.544121793249157 0.494641689971873 0.124809152554225 -0.541664019642587 -1.38933162832424 -1.23610720279863 -1.55139337450987 -1.55139337450987 -1.28928062977144 -1.42665500280209 -1.40141624410824
"Col9a3" 4 1.63110627005564 -0.788591227037638 -0.825967277154724 -0.821122184311102 -0.807466427108848 -0.847834931504695 -0.847834931504695 -0.796698449250012 -0.837875251512349 -0.847834931504695 -0.814871779405352 -0.71717919311139 -0.748253676923922 -0.692377018045013 -0.790018953198741 -0.808938117413643 -0.83118531385229 -0.80269163994378 -0.7469505867973 -0.847834931504695 -0.781594319152263 -0.774844412881955 -0.776173300560284 -0.787994025180904 0.766576336754857 0.748822839786485 1.18294370834025 0.990595303967083 1.03856959525636 1.23010632404156 0.965978833596788 1.00818811240874 1.3513057898736 1.71684160393557 1.46191763432584 1.20837172204887 1.24125675037578 1.66743564358708 1.71819073111306 1.58670370240611 1.12220676209665 1.0373013428563 0.158202560168544 -0.236109155449326 -0.780444322470164 -0.847834931504695 -0.847834931504695 -0.506257485448701 -0.760236681772662 -0.731663468093508 -0.780107711891103
"Nav2" 4 1.68716261055033 -0.735542812972949 -0.786509213124926 -0.766039765699881 -0.775771443676867 -0.728470540104834 -0.726252741011728 -0.720487646033174 -0.728775441763623 -0.794785691505558 -0.700610586188021 -0.682637269315589 -0.678006843348166 -0.734787297471938 -0.69800156249266 -0.798514862811025 -0.655815522012939 -0.710455772174032 -0.698477567857614 -0.74560582260414 -0.689522557370797 -0.613340529817389 -0.647337939340487 -0.571647701928246 -0.371960084675283 -0.202834366025728 0.752681236332891 1.04298000276963 0.917315352796138 1.58050508228034 1.66289109114357 1.51458470963232 1.68121437703066 1.19746395058209 1.33578584491876 1.26434215766815 1.57117158642181 1.72440819573435 1.86558402642435 2.24639031893863 -0.524091389445402 0.135155790681996 0.145919640877491 -0.453480150762169 -0.742973982550711 -0.814645102490925 -0.814645102490925 -0.494501998727546 -0.671588192398128 -0.189820498840236 -0.657617975749864
"Irf2bpl" 4 1.33729686832751 -1.04742752010331 -0.963336368672636 -1.00183554231133 -0.852626217647869 -1.47253715975681 -1.17059243002642 -0.978405113399408 -1.09118277722479 -0.981950396519176 -0.771915128562266 -0.258340495752754 -0.017311345995845 -0.149731695072056 -0.378387421679189 -0.411647474569912 -0.836380320266313 -0.899818403197317 -0.648315771273777 -0.785511777500329 -0.993908526632218 -0.644603286747647 -0.50296405061924 -0.34368473737755 -0.786938539920163 0.906443046382712 0.619644754982313 0.563006095229708 0.616471574846324 1.37784932163656 1.19135986601009 1.5871875570211 1.48441174732843 0.678147857850223 0.976998175963129 1.02298255161687 0.644655139792559 2.21869506354195 2.03028146881194 1.91921446658177 -0.815228056082522 -0.541334017736393 0.253284432081973 0.591483334621387 -0.436490379740678 -0.861810879152584 0.297581874371039 1.79174522266351 -0.483835599850815 -0.505641945940486 -0.475047040329283
"Car2" 4 1.44861861637469 -1.01667905005893 -1.00700155646475 -1.02911953587398 -0.943948955846023 -0.997889916518295 -0.913908009809017 -0.987309419784301 -0.915743906729518 -0.954672184145635 -0.933860144132276 -1.02027427629979 -1.02863499616002 -1.03939249968844 -1.00017349311676 -1.04379711943427 -1.03159345795885 -0.97765266366076 -0.973338771950693 -0.990045239464787 -0.950939808316187 -0.935977061302775 -0.998274725246443 -0.994495236199662 0.60045849748079 0.757647498177264 0.792534862704672 1.03352642442774 0.778703876041989 0.731775161640369 0.792023721636589 0.623339546657797 1.21450680607312 1.23878801800204 1.21126487478814 1.19084007158939 1.685323163878 1.34250491396254 1.91738347239351 1.87293367909206 -0.356913386885386 0.292118309657931 0.659916258927146 -0.157920523971323 0.171253582641872 -0.378729713251312 0.633971279522631 0.839740378057797 0.657692455214718 0.573816409140881 0.517603774186505
"Slc1a3" 4 1.29634782483397 -0.889712706793408 -0.939635238078459 -0.869740323971044 -0.87034010431663 -0.887319463313067 -0.78857581123752 -0.802664622371861 -0.867630953667885 -0.727768277446655 -0.83074107149376 -0.571653158116788 -0.430082911826661 -0.596659852269641 -0.466269229015439 -0.499339599161065 -0.244480787708742 -0.229184694942963 -0.197550538598004 -0.285263279076128 -0.216618589920165 -0.0235598317756855 -0.16087647155172 -0.146162028440624 1.02009288619737 1.30400980914231 1.64420472078648 1.80027839465264 1.26059342929018 1.43047744298371 1.5278733363753 1.36633506511017 1.25477820212307 1.20120058472954 1.10507215704032 1.31872728940553 1.34729907619899 1.25613777004969 1.41165051715221 1.0342935558392 -1.12941695318011 -0.751825480988429 0.0397949053320558 -0.916169883031533 -1.04393842359402 -1.03555460049518 -0.617350637534958 -1.16618558911444 -1.14405824165734 -1.06228329310333 -1.21055431944949
"Pde3a" 4 1.54631863093917 -0.717631123545945 -1.03579666449622 -1.03579666449622 -1.03579666449622 -1.03579666449622 -0.927870142478276 -0.982745119811458 -0.967204926319422 -1.03579666449622 -1.03579666449622 -0.797243206481408 -0.677820854682361 -0.877661767748252 -1.03579666449622 -0.493518132789764 -0.343763077518899 0.227242670739374 0.0929336312267857 -0.389713174928034 -0.353018421910511 0.29805824101544 0.300641203586147 0.194505369169443 -1.03579666449622 1.09667312393556 0.966420274772943 1.37482316560072 1.09093782805239 1.55366087997768 1.85561659720747 1.30239187517057 0.868863065142967 0.425388464185574 0.822470831329204 0.911457624603366 1.53734477100322 0.795752906732503 0.539901894921109 -1.03579666449622 1.35778329183343 1.47414706841928 0.127842420930944 0.149595633628003 -1.03579666449622 -1.03579666449622 -1.03579666449622 -1.03579666449622 -0.970105714125397 1.85892904342301 -0.806048206755685
"Me3" 4 1.6490339334039 -0.693429393804209 -0.815702560007211 -1.08976861571166 -1.08976861571166 -1.08976861571166 -0.732919081492587 -0.589981916704795 -0.720217846486536 -0.965377564668918 -0.705196432988676 -0.415295462674325 -0.298211520545241 -0.642719952641434 -0.21519664565298 -0.67702158075105 -0.592251276268991 -0.598603842643953 -0.398724720165861 -0.874519144759007 -0.537146440088905 -0.417566302493739 -0.369973672483759 -0.596040633224719 0.230874092329148 0.612245324179371 0.558988306737351 0.688900898512177 0.746530223218951 1.10730406533576 1.36884097191994 0.789418643231938 1.36497440715878 0.553576005153295 1.08055354329905 1.8782827200726 1.100711901778 0.698765344187652 2.77243909141611 0.413481355743804 -0.417978306728402 2.99759998885213 0.196877991318553 -0.164201647371294 -0.861804501114424 -1.08976861571166 -1.08976861571166 0.168923578090963 -0.633610142163718 -0.854096357232312 -0.741692362224148
"Nxph4" 4 1.61818481558975 -0.955985910801402 -0.955985910801402 -0.955985910801402 -0.955985910801402 -0.955985910801402 -0.955985910801402 -0.955985910801402 -0.955985910801402 -0.955985910801402 -0.955985910801402 -0.929383972218184 -0.955985910801402 -0.955985910801402 -0.955985910801402 -0.788609766630333 -0.927031361105625 -0.874002272267497 -0.797165369728671 -0.90601282070557 -0.885879081863257 -0.843277928524665 -0.813857328204147 -0.797185875037221 -0.432651069910893 0.475763160849857 0.432452059987939 0.225305335137272 0.269530024007855 0.806010314680902 0.309990814946341 1.44266675856666 1.17945250117216 0.63427285017355 0.855664719211989 0.409656323577806 0.773380406167908 1.14165345575143 1.7112465540993 2.62590687607556 0.131999528679626 -0.45587519419301 1.10024120550359 0.879261108531507 1.71991864431109 0.713476246179557 -0.955985910801402 0.318031561838657 1.50444269074473 0.835722596523799 0.720504239299857
"Ngfr" 4 1.55184180917928 -0.584011047275854 -0.622598637671818 -0.567712740107671 -0.622598637671818 -0.622598637671818 -0.622598637671818 -0.60140280370963 -0.602581596161591 -0.569623715330165 -0.584663598529154 -0.549781803579521 -0.568093323951287 -0.580044506112579 -0.622598637671818 -0.424801603668333 -0.449295676643161 -0.395637555286231 -0.429511533656681 -0.560726959928511 -0.558259447666806 -0.289466816844542 -0.239722737316954 -0.297804033258868 -0.622598637671818 -0.30548715888659 0.37111888165601 0.283347875160262 0.103653720041899 0.508300489239894 0.318164264160964 0.505998017075324 1.13274420152023 0.90522764738498 0.841963198101136 1.38797596022464 0.728670994595371 1.68591386741489 4.47270136270331 2.96085199395742 -0.622598637671818 -0.131906613321192 0.205126340143219 -0.37530017192137 -0.535990729413225 -0.622598637671818 -0.622598637671818 -0.622598637671818 -0.517595304668588 -0.395594130930326 -0.622598637671818
"Gpm6a" 4 1.26360306776231 -0.936982172076609 -1.0325664282898 -0.902517562829749 -1.07847114436562 -1.20282347067161 -1.18494009381259 -1.06722910586779 -1.02832534998239 -0.846158576292053 -0.98212151555715 -0.868103417857324 -0.858917086426598 -0.68782463697268 -0.644660131759993 -0.760984853757796 -0.829068578926127 -0.77410081728329 -0.623577111807513 -0.894420550591476 -0.806281543997759 -0.667240745469449 -0.685194260446951 -0.781777019662978 1.11614074681465 0.777728027208051 1.04822347178171 1.11351271679243 0.978113762786332 0.899990828789292 1.10797927370064 0.993313781542843 1.09873577498542 1.27538179203264 1.30772016328808 1.38626941434038 1.68084758723826 1.81712904795241 1.88501766259793 1.46625094614451 0.264627100422767 0.710855448870637 0.569039113373368 0.25164432119142 -0.760004273067904 -0.627667057068985 0.462608658793736 0.0501404102103285 -0.830615853942133 -0.297567866403675 -0.864731893432153
"Klf13" 4 1.50334503895939 -0.972634335427364 -0.854003268065038 -1.03122146390007 -1.12140761549164 -0.867503384399591 -0.952128294915873 -0.733398910278168 -0.827045101233168 -0.593100948768695 -0.674026807249275 -0.302741144063149 -0.265923456827683 -0.328333489805899 -0.466987378963305 -0.370520431103616 -0.535783681224261 -0.563001798558017 -0.479470477076876 -0.387012482150129 -0.56309484369897 -0.215250327644794 -0.275007650100081 -0.167373022287735 1.03494509278718 0.634910698586715 0.608600285265562 0.834436852167324 0.872992433172717 0.787639635360836 0.993325960231367 1.12699957836109 1.01832222066167 0.949869911957271 1.16646595029154 1.35555189579498 1.66147786642806 1.98645784029873 2.65947915170873 1.8009215721905 -0.140442143463548 0.897112918094072 -0.27463359002363 -0.462448928208154 -1.16475259683381 -0.6323330397678 -1.43490443059384 -0.667384630053989 -1.26254240815514 -1.0774630103833 -1.22897981160113
"Atp1a1" 4 0.790246097793577 -0.739374241797626 -0.621832800564897 -0.827008217868371 -1.17884491068584 -0.882240960294116 -0.789911609579868 -0.694161595339435 -0.370036004812926 -0.273377440528978 -0.367371625302187 0.157588045499228 0.234885742068194 -0.162296105054505 -0.418054329263669 -0.908685576060013 -0.923422333522264 -1.22099923562137 -0.653470136501844 -0.888131975984926 -1.1042760022988 0.0777636632321254 -0.0125779297745651 -0.262722112828855 2.09361608670746 1.40707502662642 1.40913892118777 1.14352545703359 1.19454462231365 1.25092530412156 1.38434064283008 1.37565706835501 1.28843393502242 0.870248816900188 1.1446239573402 1.19727784040895 0.864382209919308 1.75497543329865 1.65415777533214 0.632446350596721 -0.582765545748735 0.0717344199755075 -0.520856285629892 -0.889782649776395 -1.09588025619786 -1.31571689886931 -1.95568298257398 -0.745725817197812 -0.526436792923673 -0.41114366019653 -0.654801383763521
"Bnip3" 4 0.976993989246367 0.154712520348486 -0.0504894058447506 -0.649642033850356 -0.675578194601914 -1.44813932922508 -0.750211118127416 -0.467183959894892 -0.39341409406048 -0.488087250099144 0.0148145323679203 -0.610498733621958 -0.674824175158268 -0.815243370889605 -0.912640905240681 -1.38797786003957 -1.11366033340573 -0.81167394639397 -0.641488096490504 -1.14518899655925 -0.865269214089562 -0.90356762022676 -1.02193333045956 -1.11735310281108 -1.0873682247848 -0.0228273817048615 0.979291721064067 1.74840190064638 1.14939672381204 1.62743139244801 1.44252961088185 0.962892397845367 1.58246236905183 1.72781832866897 1.11885011690173 0.286917185521327 0.945374917101923 1.0365993659237 0.961868396128567 0.361617968031877 -0.802299092784799 -0.425849361030187 1.21196868809468 0.294338133370293 -0.711826849089756 -0.780280576892393 1.54992949543297 2.06771386683512 -0.867648056171955 -0.158713257914885 -0.401045748259306
"Plpp3" 4 1.50219673941905 -0.504860868111615 -0.243859296045634 -1.06487276238075 -1.05509627162319 -0.857309527159932 -1.12317779408921 -0.696552656962786 -0.810926770987739 -0.903365225954733 -0.273353975024381 -0.196255531479063 -0.289475140242161 0.153518854131207 -0.556692670583671 -0.15110525155791 -0.394230647093956 -0.271814619131378 -0.136535165776981 -0.44089704680848 -0.620143463257368 -0.0748593420594076 -0.226660233253392 0.213376612537211 1.12697470025463 1.0495065033206 1.03329251863749 0.96829071362122 1.21306659319173 0.892908424575161 1.04828716701269 1.52299298522499 0.997158677644016 1.66528459733448 1.34484063903948 1.27736562258772 1.52110712440635 1.78625821242099 1.83619795644137 0.889599472180521 -1.34338298143665 -0.859655714504579 -0.53445123732194 -0.557884075098582 -0.827951395898741 -0.416912667320327 -1.44130456300263 -1.31389650665698 -1.11000231997391 -1.3408606461029 -1.40387774707993
"Manbal" 4 0.0716594658178417 -0.429084938049951 0.376260788965924 -0.449268574751297 -0.522340020393424 -0.358906312868235 0.0700511026087796 -0.0848603768866354 0.223824434725339 -0.000103524596858845 0.524137465960215 0.55477840392021 -0.0858139019213263 0.354713799022341 -0.100041632099505 -1.14778451124697 -1.54239438425288 -1.40098545369435 -1.00952344671782 -0.979773151522285 -1.84799133700185 -0.220065982996366 -0.272513363527205 -0.416112306294737 0.80019099422104 1.14524266211395 0.523274429677654 0.403808792349336 0.1615551008577 -0.175230256005929 0.0354635050382035 0.543933992390755 0.952639956594297 1.49083079444611 1.23704292805479 1.21481787595741 1.22728546574043 1.76776943196345 2.07413852966519 2.98054893979672 -0.550113905197886 0.490258327557235 -0.0602543523212474 -0.431794831710567 -1.35491813444364 -1.04711224258335 -0.0536665786679908 -0.699426209580277 -1.69492038784718 -0.604982963918706 -1.68424410634645
"Hnrnpul1" 4 0.542299243099103 -1.22089175270922 -1.09726726530899 -1.21433900464457 -0.800346797596069 -1.06509817899036 -1.33273433887874 -0.606116265854292 -0.816728149455699 -0.285407750902929 -0.333949139217106 0.409159263374198 1.01089187286942 0.0184669573806314 -0.98914735825463 -0.758411790829305 -0.864001412206788 -0.960002660316824 -0.628285815756803 -0.952695535851754 -1.39713459777811 -0.318767023609515 -0.368262759305403 -0.0911487095637422 0.569110289635875 0.854248120736266 0.605981693828926 0.642830890162007 0.647799203668529 0.921567591492545 0.146144432730804 1.78466980445074 1.51991917652521 1.43669652512414 0.952882094397699 0.676550558939363 0.926445203022816 2.08130220003919 1.16261268264388 2.74907567399695 -1.09866819531669 -0.688587568648529 -0.721841161274646 -0.449363524133857 -0.350273902298057 0.00125545842352738 1.0573431842753 1.06847658063399 -0.829703022038439 -0.890508976587887 -0.656046044122134
"Notch1" 4 1.53556980517417 -0.9306476532319 -1.06507287121203 -0.963333554398113 -1.0802949546193 -1.04813154607728 -1.02318188795165 -0.999478030356627 -1.05452418193085 -0.929040027015223 -0.894561470525013 -0.771996793252641 -0.798508933295334 -0.681992526707828 -0.422492585805537 -0.0982462454404044 -0.1665243416512 -0.187018105315247 -0.333620112783495 -0.403717712043366 -0.493206548745278 -0.310556511490304 -0.222689388822049 -0.225243605746598 1.03927351945553 0.880895485835329 0.700786975769367 0.546983374403242 0.690535548270379 0.756035468009963 0.537362003338726 1.11050347403957 0.940055403059839 0.868305524069292 0.842104589816839 1.31654308322444 1.45953923101858 1.84817556441694 2.31200088634514 2.6875695779634 0.224090239488553 0.861452209392693 0.410682357781213 0.126403804296856 -0.433324563307489 -0.98045568200938 -1.21116442629953 -1.03746021649038 -0.881013382243183 -0.952085164750132 -1.0952851016527
"Pfn2" 4 0.330666590711593 -0.312832951400535 -0.361037065322111 -0.485350280792823 -0.693349191565054 -0.395077982159768 -0.39865954346684 -0.326659285524578 -0.472075461929216 -0.461992875557497 -0.535609241703833 -0.386626386380678 -0.404968623320019 -0.315728918687906 -0.426542389607256 -0.989281349158595 -1.07040003154108 -1.12811789146434 -1.04263161610675 -1.11471203549503 -1.13920445667645 -1.02769974191689 -1.04785852436409 -0.806584661743269 1.11482243476078 0.847625410873005 0.689667102451563 1.0372095559989 1.09283239096418 0.654235273084536 1.18279616392281 0.52805184986824 0.582348988454454 1.09101583469391 1.32574610098665 1.79861755012556 2.23473773474507 1.44798790779783 2.33398064850319 1.55223082020904 -0.0465009648987027 0.936458914808381 0.221823731532751 -0.598076785700473 -1.13911113373001 -1.32984720756426 -1.39815510467512 0.96848051175128 -1.06821351796656 -0.242498137399806 -0.805932158424189
"Robo2" 4 1.40639970710942 -1.02809220897466 -0.929862560639663 -0.891217628864399 -1.10785227980786 -1.07645242284571 -1.06138961088364 -1.01216693223439 -1.20756266548097 -1.13948164639775 -0.958503881607978 -0.780715226607866 -0.858635538308048 -0.774845565013155 -0.268543519979075 -0.368779492802614 -0.547861824729088 -0.336335843396695 -0.224743741933915 -0.355395706670837 -0.570120234031005 -0.247852045945486 -0.000793060152543938 -0.152915394800816 0.248790007694543 0.568972831632826 0.815353513027445 0.836475069105396 0.683018374249321 1.15273974574457 1.18085702835682 0.998063769124024 0.711976293700576 0.445292091761496 0.561006454794577 0.917397921917154 0.884049704493439 1.0789691398208 0.663129670746557 2.53657991657128 -0.633361669790486 -0.566439725014235 2.3067741495781 1.65527995374054 -0.277262255941561 1.87755602464676 -1.49638051706184 0.140805022111199 -1.00438370507114 -0.717713335739276 -1.07382614920013
"Vrk3" 4 0.330601458445209 -0.0384348080573651 0.733971842794497 -0.719530638455875 -0.742909910124191 -0.825912479807389 -1.1154945557523 -0.262408072792578 0.0806397123499317 -0.221894530283639 0.791793386596677 0.314998821019046 0.753639830837365 0.556096580256014 -0.548313968783745 -0.346983527129705 -0.602580422847797 -1.05592275575788 -0.67092149884351 -0.740710681369632 -1.28509485965926 -0.490240314818194 -0.728445901981538 0.12183215401675 -0.484723736477553 0.681345657138719 1.11618181710977 0.360094864092478 -0.0659085231155723 0.22591562791464 -0.00170626129484651 1.00358463229261 0.0420648211336926 0.497394276203173 0.653087871385243 0.757383037743924 1.52053562763663 2.16519690531636 2.02426610443489 3.67468200454599 -0.9195189905459 0.0650048649331503 -0.485706024859424 -0.548231053569175 -0.779476448579768 -0.998068075288697 -2.55567317718528 -0.540749450919519 -0.0813490843155846 -0.690779905969269 0.0773777603884455
"Ccdc39" 4 1.33689731583993 -0.959510066198417 -1.04998879915539 -0.874062558219858 -1.47774825731329 -1.12890773319832 -1.02337556527642 -1.05458819781055 -1.0905924351624 -1.00932343417607 -0.650072347228965 -0.279259278140215 -0.202172853321556 -0.0620278224789268 0.0923454813508308 -0.393030811246666 0.109449962782766 0.335190177369654 -0.202883314806869 -0.236595916273113 -0.694202888115539 -0.176158119899306 0.0178372337447619 1.07176318358116 1.54344479145239 2.23719900905664 1.31338072550558 0.165406295799021 0.291865445952573 0.444171053706009 0.834279993365531 2.63951174656373 0.320218020071285 0.0303263935283144 0.819426785902023 0.860040044426943 1.17096282908822 1.77665764563226 0.807015504896586 1.01169069261728 -1.08553627774542 0.754117793771303 -1.07808774712605 -0.501505252051607 -0.908499512916116 -1.65558456687295 -1.65558456687295 0.369683717167119 -0.757215260881316 -0.165466884175594 0.0190986234919549
"Grm7" 4 1.74217882964297 -1.08537265758503 -1.10301090812056 -1.24519585081195 -1.24519585081195 -1.24519585081195 -1.24519585081195 -1.02182402092283 -1.16785994765151 -1.24519585081195 -1.18244822141772 -0.59892999571302 -1.00608198955701 -0.943838594684364 1.04140594996019 -0.720773999629249 -0.191852009145088 0.204934329353867 0.216142692900718 0.341995664217027 0.027758816722351 0.341752859630953 0.347537776545786 0.363045446811612 -0.486126145396561 -0.269154988161149 1.77753443806175 1.69896641935336 1.21575597616616 1.37695317886007 1.78035323846713 1.5969416913346 1.85281692495386 0.974313489531054 1.19905525342985 0.664252690996526 0.756862543163337 0.129341525366371 0.0616676646753153 -0.228367000123534 -1.24519585081195 -0.760142308883307 0.184582274938858 -0.00543106500811516 0.0976054043085031 -1.24519585081195 -1.24519585081195 -0.504153227590498 0.63592933608467 0.478967214231817 0.128282256376462
"Spa17" 4 0.425888144712027 -0.12569388042034 0.196704196018397 -0.602586120569103 -0.691925812849857 -0.876531524807898 -0.280064499492419 -0.802671346697724 -0.0808811580375012 0.919863834146841 -0.733623304790504 -0.863405005976952 0.827935957247357 -0.331693697481646 -0.777347949363391 -1.88362893092733 -1.00162886611272 -0.488305505903494 -0.997118596224663 -0.222624962789741 -0.663525013411457 -0.424698238458372 -0.183499707997808 -0.575130467468459 3.77056844044558 1.73318925622395 0.889194916755104 -0.0602327926207529 0.862290521990217 -0.290740525270414 0.0321105450008509 0.10506030437848 -0.526918689734689 -0.600434051323111 0.812239524062548 0.590237594047921 0.259679764199647 -0.215824538455239 0.653850680098427 2.8846905972519 0.0938082252438145 1.22705625945747 0.0704086332003762 -0.246747507120644 -0.818025211246288 0.99990123142528 -2.0791405076301 -0.240576556122645 0.221663819221153 0.169738644780523 -0.0608561206025987
"Fdxacb1" 4 1.21769144563145 0.260731908154691 -0.22166347123388 -1.02947540204429 -0.683439804702697 0.0345470828069883 -0.557446067111217 0.750457622258629 1.02109097078115 -0.266538113183696 1.28927792545804 0.459147160418272 -0.0126694475724702 -0.254738017262807 -1.5565033645548 -1.2421757837925 -0.696478838389524 -0.645816166863713 0.00915750353139985 -0.931514797591909 -1.20574126483591 -0.303427767131895 -0.183444807141939 0.432740061313815 -0.730965766042121 -0.423823435127599 -0.0489897021991814 -0.446242655543152 -0.0999760351131504 0.481936004798118 0.236301183386092 0.9447548581406 -0.135767829020848 0.271472509559543 0.686670107578865 1.60975762441787 0.102687523071883 2.00280838540147 0.500567654169503 3.34767151270007 2.18912674492704 1.33924652564949 -0.55526463419011 -0.0713088397578783 -0.857010558190731 -0.506105547610658 -1.83402434758944 -0.890404983744776 -1.11389051932471 -0.832545547969677 -0.85044879931771
